REF_DATE,CITY,PROVINCE,Type of fuel,VALUE
Nov-92,Victoria, British Columbia,Regular Unleaded,53.3
Nov-92,Victoria, British Columbia,Regular Unleaded,52.9
Nov-92,Victoria, British Columbia,Premium Unleaded,60.7
Nov-92,Victoria, British Columbia,Premium Unleaded,59.9
Nov-92,Victoria, British Columbia,Diesel Fuel,49.9
Nov-92,Victoria, British Columbia,Diesel Fuel,48.7
Nov-92,Victoria, British Columbia,Household heating fuel,39.5
Nov-92,Whitehorse, Yukon,Regular Unleaded,57.3
Nov-92,Whitehorse, Yukon,Regular Unleaded,56.3
Nov-92,Whitehorse, Yukon,Premium Unleaded,64.1
Nov-92,Whitehorse, Yukon,Premium Unleaded,62.6
Nov-92,Whitehorse, Yukon,Diesel Fuel,57.7
Nov-92,Whitehorse, Yukon,Diesel Fuel,56.2
Nov-92,Whitehorse, Yukon,Household heating fuel,42.3
Nov-92,Yellowknife, Northwest Territories,Regular Unleaded,67.6
Nov-92,Yellowknife, Northwest Territories,Regular Unleaded,64.8
Nov-92,Yellowknife, Northwest Territories,Premium Unleaded,72.3
Nov-92,Yellowknife, Northwest Territories,Premium Unleaded,71.5
Nov-92,Yellowknife, Northwest Territories,Diesel Fuel,58.4
Nov-92,Yellowknife, Northwest Territories,Diesel Fuel,56.1
Nov-92,Yellowknife, Northwest Territories,Household heating fuel,39.9
Dec-92,St. John's, Newfoundland and Labrador,Regular Unleaded,60.9
Dec-92,St. John's, Newfoundland and Labrador,Regular Unleaded,59.2
Dec-92,St. John's, Newfoundland and Labrador,Premium Unleaded,68.1
Dec-92,St. John's, Newfoundland and Labrador,Premium Unleaded,66.6
Dec-92,St. John's, Newfoundland and Labrador,Diesel Fuel,68.7
Dec-92,St. John's, Newfoundland and Labrador,Household heating fuel,40.4
Dec-92,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,62.1
Dec-92,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,60.9
Dec-92,Charlottetown and Summerside, Prince Edward Island,Premium Unleaded,64.6
Dec-92,Charlottetown and Summerside, Prince Edward Island,Premium Unleaded,63.4
Dec-92,Charlottetown and Summerside, Prince Edward Island,Diesel Fuel,57.5
Dec-92,Charlottetown and Summerside, Prince Edward Island,Diesel Fuel,56.6
Dec-92,Charlottetown and Summerside, Prince Edward Island,Household heating fuel,35.7
Dec-92,Halifax, Nova Scotia,Regular Unleaded,58.1
Dec-92,Halifax, Nova Scotia,Regular Unleaded,56.0
Dec-92,Halifax, Nova Scotia,Premium Unleaded,64.5
Dec-92,Halifax, Nova Scotia,Premium Unleaded,62.3
Dec-92,Halifax, Nova Scotia,Diesel Fuel,60.3
Dec-92,Halifax, Nova Scotia,Household heating fuel,36.5
Dec-92,Saint John, New Brunswick,Regular Unleaded,56.3
Dec-92,Saint John, New Brunswick,Regular Unleaded,55.3
Dec-92,Saint John, New Brunswick,Premium Unleaded,63.0
Dec-92,Saint John, New Brunswick,Premium Unleaded,61.8
Dec-92,Saint John, New Brunswick,Diesel Fuel,56.6
Dec-92,Saint John, New Brunswick,Household heating fuel,38.7
Dec-92,Québec, Quebec,Regular Unleaded,60.5
Dec-92,Québec, Quebec,Regular Unleaded,60.4
Dec-92,Québec, Quebec,Premium Unleaded,68.7
Dec-92,Québec, Quebec,Premium Unleaded,68.4
Dec-92,Québec, Quebec,Diesel Fuel,56.0
Dec-92,Québec, Quebec,Diesel Fuel,56.9
Dec-92,Québec, Quebec,Household heating fuel,39.2
Dec-92,Montréal, Quebec,Regular Unleaded,60.2
Dec-92,Montréal, Quebec,Regular Unleaded,60.7
Dec-92,Montréal, Quebec,Premium Unleaded,68.7
Dec-92,Montréal, Quebec,Premium Unleaded,68.9
Dec-92,Montréal, Quebec,Diesel Fuel,55.9
Dec-92,Montréal, Quebec,Diesel Fuel,54.2
Dec-92,Montréal, Quebec,Household heating fuel,38.2
Dec-92,Ottawa-Gatineau, Ontario part,Regular Unleaded,56.8
Dec-92,Ottawa-Gatineau, Ontario part,Regular Unleaded,56.0
Dec-92,Ottawa-Gatineau, Ontario part,Premium Unleaded,63.6
Dec-92,Ottawa-Gatineau, Ontario part,Premium Unleaded,63.5
Dec-92,Ottawa-Gatineau, Ontario part,Diesel Fuel,51.4
Dec-92,Ottawa-Gatineau, Ontario part,Diesel Fuel,54.7
Dec-92,Ottawa-Gatineau, Ontario part,Household heating fuel,37.3
Dec-92,Toronto, Ontario,Regular Unleaded,54.5
Dec-92,Toronto, Ontario,Regular Unleaded,52.5
Dec-92,Toronto, Ontario,Premium Unleaded,63.4
Dec-92,Toronto, Ontario,Premium Unleaded,59.6
Dec-92,Toronto, Ontario,Diesel Fuel,52.3
Dec-92,Toronto, Ontario,Diesel Fuel,50.4
Dec-92,Toronto, Ontario,Household heating fuel,36.9
Dec-92,Thunder Bay, Ontario,Regular Unleaded,58.6
Dec-92,Thunder Bay, Ontario,Regular Unleaded,57.9
Dec-92,Thunder Bay, Ontario,Premium Unleaded,65.3
Dec-92,Thunder Bay, Ontario,Premium Unleaded,64.9
Dec-92,Thunder Bay, Ontario,Household heating fuel,41.4
Dec-92,Winnipeg, Manitoba,Regular Unleaded,54.2
Dec-92,Winnipeg, Manitoba,Regular Unleaded,53.9
Dec-92,Winnipeg, Manitoba,Premium Unleaded,60.1
Dec-92,Winnipeg, Manitoba,Premium Unleaded,60.6
Dec-92,Winnipeg, Manitoba,Diesel Fuel,47.6
Dec-92,Winnipeg, Manitoba,Diesel Fuel,47.9
Dec-92,Winnipeg, Manitoba,Household heating fuel,42.0
Dec-92,Regina, Saskatchewan,Regular Unleaded,56.2
Dec-92,Regina, Saskatchewan,Regular Unleaded,55.0
Dec-92,Regina, Saskatchewan,Premium Unleaded,63.0
Dec-92,Regina, Saskatchewan,Premium Unleaded,62.4
Dec-92,Regina, Saskatchewan,Diesel Fuel,52.0
Dec-92,Regina, Saskatchewan,Diesel Fuel,52.2
Dec-92,Regina, Saskatchewan,Household heating fuel,35.8
Dec-92,Saskatoon, Saskatchewan,Regular Unleaded,57.2
Dec-92,Saskatoon, Saskatchewan,Regular Unleaded,56.9
Dec-92,Saskatoon, Saskatchewan,Premium Unleaded,63.7
Dec-92,Saskatoon, Saskatchewan,Premium Unleaded,63.3
Dec-92,Saskatoon, Saskatchewan,Diesel Fuel,50.4
Dec-92,Saskatoon, Saskatchewan,Diesel Fuel,50.9
Dec-92,Saskatoon, Saskatchewan,Household heating fuel,37.6
Dec-92,Edmonton, Alberta,Regular Unleaded,49.5
Dec-92,Edmonton, Alberta,Regular Unleaded,49.4
Dec-92,Edmonton, Alberta,Premium Unleaded,57.1
Dec-92,Edmonton, Alberta,Premium Unleaded,56.8
Dec-92,Edmonton, Alberta,Diesel Fuel,46.4
Dec-92,Edmonton, Alberta,Diesel Fuel,44.6
Dec-92,Calgary, Alberta,Regular Unleaded,45.9
Dec-92,Calgary, Alberta,Regular Unleaded,45.9
Dec-92,Calgary, Alberta,Premium Unleaded,53.1
Dec-92,Calgary, Alberta,Premium Unleaded,52.7
Dec-92,Calgary, Alberta,Diesel Fuel,43.9
Dec-92,Calgary, Alberta,Diesel Fuel,43.3
Dec-92,Vancouver, British Columbia,Regular Unleaded,56.2
Dec-92,Vancouver, British Columbia,Regular Unleaded,55.8
Dec-92,Vancouver, British Columbia,Premium Unleaded,63.4
Dec-92,Vancouver, British Columbia,Premium Unleaded,62.9
Dec-92,Vancouver, British Columbia,Diesel Fuel,51.3
Dec-92,Vancouver, British Columbia,Diesel Fuel,52.5
Dec-92,Vancouver, British Columbia,Household heating fuel,41.6
Dec-92,Victoria, British Columbia,Regular Unleaded,52.1
Dec-92,Victoria, British Columbia,Regular Unleaded,53.1
Dec-92,Victoria, British Columbia,Premium Unleaded,59.6
Dec-92,Victoria, British Columbia,Premium Unleaded,60.1
Dec-92,Victoria, British Columbia,Diesel Fuel,50.1
Dec-92,Victoria, British Columbia,Diesel Fuel,48.7
Dec-92,Victoria, British Columbia,Household heating fuel,39.5
Dec-92,Whitehorse, Yukon,Regular Unleaded,57.5
Dec-92,Whitehorse, Yukon,Regular Unleaded,56.5
Dec-92,Whitehorse, Yukon,Premium Unleaded,64.1
Dec-92,Whitehorse, Yukon,Premium Unleaded,62.9
Dec-92,Whitehorse, Yukon,Diesel Fuel,57.8
Dec-92,Whitehorse, Yukon,Diesel Fuel,56.2
Dec-92,Whitehorse, Yukon,Household heating fuel,42.3
Dec-92,Yellowknife, Northwest Territories,Regular Unleaded,67.6
Dec-92,Yellowknife, Northwest Territories,Regular Unleaded,65.2
Dec-92,Yellowknife, Northwest Territories,Premium Unleaded,72.3
Dec-92,Yellowknife, Northwest Territories,Premium Unleaded,72.4
Dec-92,Yellowknife, Northwest Territories,Diesel Fuel,58.4
Dec-92,Yellowknife, Northwest Territories,Diesel Fuel,58.1
Dec-92,Yellowknife, Northwest Territories,Household heating fuel,39.9
Jan-93,St. John's, Newfoundland and Labrador,Regular Unleaded,59.3
Jan-93,St. John's, Newfoundland and Labrador,Regular Unleaded,57.1
Jan-93,St. John's, Newfoundland and Labrador,Premium Unleaded,66.6
Jan-93,St. John's, Newfoundland and Labrador,Premium Unleaded,64.8
Jan-93,St. John's, Newfoundland and Labrador,Diesel Fuel,69.0
Jan-93,St. John's, Newfoundland and Labrador,Household heating fuel,40.4
Jan-93,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,59.9
Jan-93,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,58.9
Jan-93,Charlottetown and Summerside, Prince Edward Island,Premium Unleaded,62.5
Jan-93,Charlottetown and Summerside, Prince Edward Island,Premium Unleaded,61.3
Jan-93,Charlottetown and Summerside, Prince Edward Island,Diesel Fuel,57.8
Jan-93,Charlottetown and Summerside, Prince Edward Island,Diesel Fuel,56.6
Jan-93,Charlottetown and Summerside, Prince Edward Island,Household heating fuel,35.7
Jan-93,Halifax, Nova Scotia,Regular Unleaded,55.7
Jan-93,Halifax, Nova Scotia,Regular Unleaded,52.2
Jan-93,Halifax, Nova Scotia,Premium Unleaded,62.7
Jan-93,Halifax, Nova Scotia,Premium Unleaded,58.7
Jan-93,Halifax, Nova Scotia,Diesel Fuel,58.9
Jan-93,Halifax, Nova Scotia,Household heating fuel,36.5
Jan-93,Saint John, New Brunswick,Regular Unleaded,55.5
Jan-93,Saint John, New Brunswick,Regular Unleaded,54.6
Jan-93,Saint John, New Brunswick,Premium Unleaded,62.2
Jan-93,Saint John, New Brunswick,Premium Unleaded,61.1
Jan-93,Saint John, New Brunswick,Diesel Fuel,55.1
Jan-93,Saint John, New Brunswick,Household heating fuel,38.7
Jan-93,Québec, Quebec,Regular Unleaded,60.1
Jan-93,Québec, Quebec,Regular Unleaded,59.5
Jan-93,Québec, Quebec,Premium Unleaded,68.3
Jan-93,Québec, Quebec,Premium Unleaded,67.7
Jan-93,Québec, Quebec,Diesel Fuel,55.8
Jan-93,Québec, Quebec,Diesel Fuel,56.7
Jan-93,Québec, Quebec,Household heating fuel,39.2
Jan-93,Montréal, Quebec,Regular Unleaded,59.3
Jan-93,Montréal, Quebec,Regular Unleaded,58.8
Jan-93,Montréal, Quebec,Premium Unleaded,68.0
Jan-93,Montréal, Quebec,Premium Unleaded,67.4
Jan-93,Montréal, Quebec,Diesel Fuel,54.5
Jan-93,Montréal, Quebec,Diesel Fuel,53.2
Jan-93,Montréal, Quebec,Household heating fuel,37.6
Jan-93,Ottawa-Gatineau, Ontario part,Regular Unleaded,56.5
Jan-93,Ottawa-Gatineau, Ontario part,Regular Unleaded,55.7
Jan-93,Ottawa-Gatineau, Ontario part,Premium Unleaded,63.4
Jan-93,Ottawa-Gatineau, Ontario part,Premium Unleaded,63.0
Jan-93,Ottawa-Gatineau, Ontario part,Diesel Fuel,51.4
Jan-93,Ottawa-Gatineau, Ontario part,Diesel Fuel,54.1
Jan-93,Ottawa-Gatineau, Ontario part,Household heating fuel,37.3
Jan-93,Toronto, Ontario,Regular Unleaded,54.2
Jan-93,Toronto, Ontario,Regular Unleaded,53.1
Jan-93,Toronto, Ontario,Premium Unleaded,62.7
Jan-93,Toronto, Ontario,Premium Unleaded,60.2
Jan-93,Toronto, Ontario,Diesel Fuel,51.9
Jan-93,Toronto, Ontario,Diesel Fuel,50.4
Jan-93,Toronto, Ontario,Household heating fuel,37.1
Jan-93,Thunder Bay, Ontario,Regular Unleaded,58.6
Jan-93,Thunder Bay, Ontario,Regular Unleaded,57.9
Jan-93,Thunder Bay, Ontario,Premium Unleaded,65.2
Jan-93,Thunder Bay, Ontario,Premium Unleaded,64.7
Jan-93,Thunder Bay, Ontario,Household heating fuel,41.3
Jan-93,Winnipeg, Manitoba,Regular Unleaded,54.4
Jan-93,Winnipeg, Manitoba,Regular Unleaded,53.9
Jan-93,Winnipeg, Manitoba,Premium Unleaded,60.7
Jan-93,Winnipeg, Manitoba,Premium Unleaded,60.6
Jan-93,Winnipeg, Manitoba,Diesel Fuel,47.9
Jan-93,Winnipeg, Manitoba,Diesel Fuel,47.9
Jan-93,Winnipeg, Manitoba,Household heating fuel,42.0
Jan-93,Regina, Saskatchewan,Regular Unleaded,57.0
Jan-93,Regina, Saskatchewan,Regular Unleaded,56.8
Jan-93,Regina, Saskatchewan,Premium Unleaded,63.7
Jan-93,Regina, Saskatchewan,Premium Unleaded,64.0
Jan-93,Regina, Saskatchewan,Diesel Fuel,52.0
Jan-93,Regina, Saskatchewan,Diesel Fuel,52.2
Jan-93,Regina, Saskatchewan,Household heating fuel,35.2
Jan-93,Saskatoon, Saskatchewan,Regular Unleaded,56.8
Jan-93,Saskatoon, Saskatchewan,Regular Unleaded,56.9
Jan-93,Saskatoon, Saskatchewan,Premium Unleaded,63.5
Jan-93,Saskatoon, Saskatchewan,Premium Unleaded,63.2
Jan-93,Saskatoon, Saskatchewan,Diesel Fuel,50.4
Jan-93,Saskatoon, Saskatchewan,Diesel Fuel,50.9
Jan-93,Saskatoon, Saskatchewan,Household heating fuel,37.6
Jan-93,Edmonton, Alberta,Regular Unleaded,49.0
Jan-93,Edmonton, Alberta,Regular Unleaded,49.4
Jan-93,Edmonton, Alberta,Premium Unleaded,56.5
Jan-93,Edmonton, Alberta,Premium Unleaded,56.8
Jan-93,Edmonton, Alberta,Diesel Fuel,46.4
Jan-93,Edmonton, Alberta,Diesel Fuel,44.4
Jan-93,Calgary, Alberta,Regular Unleaded,49.5
Jan-93,Calgary, Alberta,Regular Unleaded,49.9
Jan-93,Calgary, Alberta,Premium Unleaded,56.6
Jan-93,Calgary, Alberta,Premium Unleaded,51.0
Jan-93,Calgary, Alberta,Diesel Fuel,43.4
Jan-93,Calgary, Alberta,Diesel Fuel,42.7
Jan-93,Vancouver, British Columbia,Regular Unleaded,56.1
Jan-93,Vancouver, British Columbia,Regular Unleaded,55.6
Jan-93,Vancouver, British Columbia,Premium Unleaded,63.3
Jan-93,Vancouver, British Columbia,Premium Unleaded,62.8
Jan-93,Vancouver, British Columbia,Diesel Fuel,51.3
Jan-93,Vancouver, British Columbia,Diesel Fuel,52.2
Jan-93,Vancouver, British Columbia,Household heating fuel,41.6
Jan-93,Victoria, British Columbia,Regular Unleaded,54.1
Jan-93,Victoria, British Columbia,Regular Unleaded,53.9
Jan-93,Victoria, British Columbia,Premium Unleaded,61.5
Jan-93,Victoria, British Columbia,Premium Unleaded,61.2
Jan-93,Victoria, British Columbia,Diesel Fuel,50.1
Jan-93,Victoria, British Columbia,Diesel Fuel,49.0
Jan-93,Victoria, British Columbia,Household heating fuel,39.5
Jan-93,Whitehorse, Yukon,Regular Unleaded,57.7
Jan-93,Whitehorse, Yukon,Regular Unleaded,57.1
Jan-93,Whitehorse, Yukon,Premium Unleaded,64.1
Jan-93,Whitehorse, Yukon,Premium Unleaded,63.7
Jan-93,Whitehorse, Yukon,Diesel Fuel,57.8
Jan-93,Whitehorse, Yukon,Diesel Fuel,56.6
Jan-93,Whitehorse, Yukon,Household heating fuel,42.3
Jan-93,Yellowknife, Northwest Territories,Regular Unleaded,67.6
Jan-93,Yellowknife, Northwest Territories,Regular Unleaded,65.2
Jan-93,Yellowknife, Northwest Territories,Premium Unleaded,72.3
Jan-93,Yellowknife, Northwest Territories,Premium Unleaded,72.4
Jan-93,Yellowknife, Northwest Territories,Diesel Fuel,58.4
Jan-93,Yellowknife, Northwest Territories,Diesel Fuel,58.1
Jan-93,Yellowknife, Northwest Territories,Household heating fuel,39.2
Feb-93,St. John's, Newfoundland and Labrador,Regular Unleaded,59.2
Feb-93,St. John's, Newfoundland and Labrador,Regular Unleaded,57.1
Feb-93,St. John's, Newfoundland and Labrador,Premium Unleaded,66.6
Feb-93,St. John's, Newfoundland and Labrador,Premium Unleaded,64.8
Feb-93,St. John's, Newfoundland and Labrador,Diesel Fuel,68.8
Feb-93,St. John's, Newfoundland and Labrador,Household heating fuel,40.4
Feb-93,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,59.8
Feb-93,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,58.9
Feb-93,Charlottetown and Summerside, Prince Edward Island,Premium Unleaded,62.5
Feb-93,Charlottetown and Summerside, Prince Edward Island,Premium Unleaded,61.3
Feb-93,Charlottetown and Summerside, Prince Edward Island,Diesel Fuel,57.8
Feb-93,Charlottetown and Summerside, Prince Edward Island,Diesel Fuel,56.6
Feb-93,Charlottetown and Summerside, Prince Edward Island,Household heating fuel,36.0
Feb-93,Halifax, Nova Scotia,Regular Unleaded,54.1
Feb-93,Halifax, Nova Scotia,Regular Unleaded,50.9
Feb-93,Halifax, Nova Scotia,Premium Unleaded,60.4
Feb-93,Halifax, Nova Scotia,Premium Unleaded,57.2
Feb-93,Halifax, Nova Scotia,Diesel Fuel,58.3
Feb-93,Halifax, Nova Scotia,Household heating fuel,36.5
Feb-93,Saint John, New Brunswick,Regular Unleaded,55.4
Feb-93,Saint John, New Brunswick,Regular Unleaded,54.5
Feb-93,Saint John, New Brunswick,Premium Unleaded,61.9
Feb-93,Saint John, New Brunswick,Premium Unleaded,61.0
Feb-93,Saint John, New Brunswick,Diesel Fuel,55.1
Feb-93,Saint John, New Brunswick,Household heating fuel,38.7
Feb-93,Québec, Quebec,Regular Unleaded,58.1
Feb-93,Québec, Quebec,Regular Unleaded,57.9
Feb-93,Québec, Quebec,Premium Unleaded,66.6
Feb-93,Québec, Quebec,Premium Unleaded,66.3
Feb-93,Québec, Quebec,Diesel Fuel,55.4
Feb-93,Québec, Quebec,Diesel Fuel,56.7
Feb-93,Québec, Quebec,Household heating fuel,39.2
Feb-93,Montréal, Quebec,Regular Unleaded,58.2
Feb-93,Montréal, Quebec,Regular Unleaded,57.6
Feb-93,Montréal, Quebec,Premium Unleaded,67.2
Feb-93,Montréal, Quebec,Premium Unleaded,66.0
Feb-93,Montréal, Quebec,Diesel Fuel,54.9
Feb-93,Montréal, Quebec,Diesel Fuel,53.2
Feb-93,Montréal, Quebec,Household heating fuel,37.3
Feb-93,Ottawa-Gatineau, Ontario part,Regular Unleaded,55.5
Feb-93,Ottawa-Gatineau, Ontario part,Regular Unleaded,55.0
Feb-93,Ottawa-Gatineau, Ontario part,Premium Unleaded,62.7
Feb-93,Ottawa-Gatineau, Ontario part,Premium Unleaded,62.3
Feb-93,Ottawa-Gatineau, Ontario part,Diesel Fuel,51.4
Feb-93,Ottawa-Gatineau, Ontario part,Diesel Fuel,54.1
Feb-93,Ottawa-Gatineau, Ontario part,Household heating fuel,37.3
Feb-93,Toronto, Ontario,Regular Unleaded,55.9
Feb-93,Toronto, Ontario,Regular Unleaded,52.7
Feb-93,Toronto, Ontario,Premium Unleaded,64.3
Feb-93,Toronto, Ontario,Premium Unleaded,60.1
Feb-93,Toronto, Ontario,Diesel Fuel,51.1
Feb-93,Toronto, Ontario,Diesel Fuel,50.1
Feb-93,Toronto, Ontario,Household heating fuel,37.7
Feb-93,Thunder Bay, Ontario,Regular Unleaded,58.0
Feb-93,Thunder Bay, Ontario,Regular Unleaded,57.5
Feb-93,Thunder Bay, Ontario,Premium Unleaded,65.3
Feb-93,Thunder Bay, Ontario,Premium Unleaded,64.4
Feb-93,Thunder Bay, Ontario,Household heating fuel,41.3
Feb-93,Winnipeg, Manitoba,Regular Unleaded,54.2
Feb-93,Winnipeg, Manitoba,Regular Unleaded,53.9
Feb-93,Winnipeg, Manitoba,Premium Unleaded,60.4
Feb-93,Winnipeg, Manitoba,Premium Unleaded,60.6
Feb-93,Winnipeg, Manitoba,Diesel Fuel,47.9
Feb-93,Winnipeg, Manitoba,Diesel Fuel,47.9
Feb-93,Winnipeg, Manitoba,Household heating fuel,42.3
Feb-93,Regina, Saskatchewan,Regular Unleaded,53.2
Feb-93,Regina, Saskatchewan,Regular Unleaded,52.8
Feb-93,Regina, Saskatchewan,Premium Unleaded,60.0
Feb-93,Regina, Saskatchewan,Premium Unleaded,60.0
Feb-93,Regina, Saskatchewan,Diesel Fuel,52.0
Feb-93,Regina, Saskatchewan,Diesel Fuel,52.2
Feb-93,Regina, Saskatchewan,Household heating fuel,34.7
Feb-93,Saskatoon, Saskatchewan,Regular Unleaded,56.9
Feb-93,Saskatoon, Saskatchewan,Regular Unleaded,56.7
Feb-93,Saskatoon, Saskatchewan,Premium Unleaded,63.5
Feb-93,Saskatoon, Saskatchewan,Premium Unleaded,63.0
Feb-93,Saskatoon, Saskatchewan,Diesel Fuel,50.4
Feb-93,Saskatoon, Saskatchewan,Diesel Fuel,50.9
Feb-93,Saskatoon, Saskatchewan,Household heating fuel,37.6
Feb-93,Edmonton, Alberta,Regular Unleaded,44.8
Feb-93,Edmonton, Alberta,Regular Unleaded,44.7
Feb-93,Edmonton, Alberta,Premium Unleaded,52.7
Feb-93,Edmonton, Alberta,Premium Unleaded,52.3
Feb-93,Edmonton, Alberta,Diesel Fuel,46.4
Feb-93,Edmonton, Alberta,Diesel Fuel,44.4
Feb-93,Calgary, Alberta,Regular Unleaded,47.6
Feb-93,Calgary, Alberta,Regular Unleaded,47.3
Feb-93,Calgary, Alberta,Premium Unleaded,54.8
Feb-93,Calgary, Alberta,Premium Unleaded,50.4
Feb-93,Calgary, Alberta,Diesel Fuel,42.6
Feb-93,Calgary, Alberta,Diesel Fuel,42.7
Feb-93,Vancouver, British Columbia,Regular Unleaded,55.2
Feb-93,Vancouver, British Columbia,Regular Unleaded,54.9
Feb-93,Vancouver, British Columbia,Premium Unleaded,62.6
Feb-93,Vancouver, British Columbia,Premium Unleaded,62.4
Feb-93,Vancouver, British Columbia,Diesel Fuel,51.3
Feb-93,Vancouver, British Columbia,Diesel Fuel,52.0
Feb-93,Vancouver, British Columbia,Household heating fuel,41.6
Feb-93,Victoria, British Columbia,Regular Unleaded,53.2
Feb-93,Victoria, British Columbia,Regular Unleaded,52.8
Feb-93,Victoria, British Columbia,Premium Unleaded,61.0
Feb-93,Victoria, British Columbia,Premium Unleaded,60.3
Feb-93,Victoria, British Columbia,Diesel Fuel,50.1
Feb-93,Victoria, British Columbia,Diesel Fuel,49.0
Feb-93,Victoria, British Columbia,Household heating fuel,39.5
Feb-93,Whitehorse, Yukon,Regular Unleaded,57.7
Feb-93,Whitehorse, Yukon,Regular Unleaded,57.1
Feb-93,Whitehorse, Yukon,Premium Unleaded,64.1
Feb-93,Whitehorse, Yukon,Premium Unleaded,63.7
Feb-93,Whitehorse, Yukon,Diesel Fuel,57.8
Feb-93,Whitehorse, Yukon,Diesel Fuel,56.6
Feb-93,Whitehorse, Yukon,Household heating fuel,42.5
Feb-93,Yellowknife, Northwest Territories,Regular Unleaded,67.6
Feb-93,Yellowknife, Northwest Territories,Regular Unleaded,65.2
Feb-93,Yellowknife, Northwest Territories,Premium Unleaded,72.3
Feb-93,Yellowknife, Northwest Territories,Premium Unleaded,72.4
Feb-93,Yellowknife, Northwest Territories,Diesel Fuel,58.4
Feb-93,Yellowknife, Northwest Territories,Diesel Fuel,58.1
Feb-93,Yellowknife, Northwest Territories,Household heating fuel,39.2
Mar-93,St. John's, Newfoundland and Labrador,Regular Unleaded,58.7
Mar-93,St. John's, Newfoundland and Labrador,Regular Unleaded,56.4
Mar-93,St. John's, Newfoundland and Labrador,Premium Unleaded,65.7
Mar-93,St. John's, Newfoundland and Labrador,Premium Unleaded,64.0
Mar-93,St. John's, Newfoundland and Labrador,Diesel Fuel,68.8
Mar-93,St. John's, Newfoundland and Labrador,Household heating fuel,40.4
Mar-93,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,59.3
Mar-93,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,58.9
Mar-93,Charlottetown and Summerside, Prince Edward Island,Premium Unleaded,61.8
Mar-93,Charlottetown and Summerside, Prince Edward Island,Premium Unleaded,61.1
Mar-93,Charlottetown and Summerside, Prince Edward Island,Diesel Fuel,57.8
Mar-93,Charlottetown and Summerside, Prince Edward Island,Diesel Fuel,56.6
Mar-93,Charlottetown and Summerside, Prince Edward Island,Household heating fuel,36.0
Mar-93,Halifax, Nova Scotia,Regular Unleaded,52.3
Mar-93,Halifax, Nova Scotia,Regular Unleaded,49.2
Mar-93,Halifax, Nova Scotia,Premium Unleaded,59.6
Mar-93,Halifax, Nova Scotia,Premium Unleaded,55.5
Mar-93,Halifax, Nova Scotia,Diesel Fuel,58.3
Mar-93,Halifax, Nova Scotia,Household heating fuel,36.5
Mar-93,Saint John, New Brunswick,Regular Unleaded,55.4
Mar-93,Saint John, New Brunswick,Regular Unleaded,54.5
Mar-93,Saint John, New Brunswick,Premium Unleaded,61.9
